Category,Title,Label,Date,URL,Content
health,منظمة الصحة العالمية تنفي تعليقها على صفقة اللقاحات الفاسدة في فلسطين,fake,22 يونيو 2021,https://misbar.com/factcheck/2021/06/22/%D9%85%D9%86%D8%B8%D9%85%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D8%AA%D9%86%D9%81%D9%8A-%D8%AA%D8%B9%D9%84%D9%8A%D9%82%D9%87%D8%A7-%D8%B9%D9%84%D9%89-%D8%B5%D9%81%D9%82%D8%A9-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D8%A7%D8%B3%D8%AF%D8%A9-%D9%81%D9%8A-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86,تداولت حسابات وصفحات على موقع التواصل الاجتماعي فيسبوك، منذ 19 يونيو/حزيران الجاري، خبرًا مفاده أنّ منظمة الصحة العالمية أبلغت وزارة الصحة الإسرائيلية بضرورة أن تتلف اللقاحات منتهية الصلاحية، بعد أن علمت المنظمة أنّ مكتب رئيس الوزراء الفلسطيني محمد اشتية لديه رغبة بشراء اللقاح. وأضافت المنشورات أنّ منظمة الصحة العالمية حذّرت وزارة الصحة الفلسطينية من شراء اللقاحات لأنّها منتهية الصلاحية لكنّ الحكومة الفلسطينية أصرّت على شرائها وعدم الاستجابة للتحذيرات، وطالبت المنظمة بإجراء تحقيق خاص حول ملابسات الصفقة التي تتجاوز معايير السلامة. 
health,خبر هروب بعوض ملقّح بالفياغرا من مختبر ووهان ساخر وليس حقيقيًّا,fake,20 يونيو 2021,https://misbar.com/factcheck/2021/06/20/%D8%AE%D8%A8%D8%B1-%D9%87%D8%B1%D9%88%D8%A8-%D8%A8%D8%B9%D9%88%D8%B6-%D9%85%D9%84%D9%82%D8%AD-%D8%A8%D8%A7%D9%84%D9%81%D9%8A%D8%A7%D8%BA%D8%B1%D8%A7-%D9%85%D9%86-%D9%85%D8%AE%D8%AA%D8%A8%D8%B1-%D9%88%D9%88%D9%87%D8%A7%D9%86-%D8%B3%D8%A7%D8%AE%D8%B1-%D9%88%D9%84%D9%8A%D8%B3-%D8%AD%D9%82%D9%8A%D9%82%D9%8A%D8%A7,تتداول مواقع إخبارية وصفحات وحسابات على موقعي التواصل الاجتماعي فيسبوك وتويتر، حديثًا، خبرًا مفاده هروب الآلاف من البعوض الملقّح بعقار الفياغرا من مختبر ووهان الصيني. ونقلت عدة حسابات الخبر بتفاصيله عن صحيفة المرصد. 
health,وزارة الصحة الفلسطينية تنفي اتهام حسين الشيخ بالمسؤولية عن صفقة اللقاحات الفاسدة,fake,20 يونيو 2021,https://misbar.com/factcheck/2021/06/20/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9-%D8%AA%D9%86%D9%81%D9%8A-%D8%A7%D8%AA%D9%87%D8%A7%D9%85-%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE-%D8%A8%D8%A7%D9%84%D9%85%D8%B3%D8%A4%D9%88%D9%84%D9%8A%D8%A9-%D8%B9%D9%86-%D8%B5%D9%81%D9%82%D8%A9-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D8%A7%D8%B3%D8%AF%D8%A9,"تداولت مواقع إلكترونية وحسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، خبرًا مفاده أنّ المتحدث باسم وزارة الصحة الفلسطينيّة كمال الشخرة قال إنّ مهمّة وزارة الصحة كانت استلام لقاح فايزر من الجانب الإسرائيلي فقط، نافيًا أنّ تكون الوزارة هي من عقدت الاتفاق. وأضاف في التصريح المنسوب له ""تم إبلاغنا من قبل وزارة الشؤون المدنية ممثلة بالوزير حسين الشيخ المشرف على هذه الصفقة، أنّ هذه اللقاحات جيدة وسارية المفعول، لكن للأسف ظهر أنّ هناك مشكلة حقيقية تتمثل في قرب انتهاء صلاحيتها""."
health,الصورة ليست لطفل يتنفس من رئة والده,fake,19 يونيو 2021,https://misbar.com/factcheck/2021/06/19/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D8%B7%D9%81%D9%84-%D9%8A%D8%AA%D9%86%D9%81%D8%B3-%D9%85%D9%86-%D8%B1%D8%A6%D8%A9-%D9%88%D8%A7%D9%84%D8%AF%D9%87,تتداول صفحات وحسابات على موقع التواصل الاجتماعي فيسبوك، حديثًا، صورةً مرفقةً بادّعاء أن رضيعًا وُضع على صدر والده ليتنفس من رئته، بسبب ولادته قبل اكتمال نموه وضعفه العام، وأنّ الأطباء أجمعوا على أنّ الطفل إن عاش فسوف يكون معاقًا أو أصمًّا أو أبكمًّا. كما أُرفق الادعاء بصورة ثانية وهي للطفل ذاته بعد سنوات وهو يظهر طبيعيًّا بعد اكتمال نموه بفضل التصاقه بوالده.
health,تونس ليست الخامسة أفريقيًّا والثانية في شمال أفريقيا من حيث عدد الملقحين,fake,19 يونيو 2021,https://misbar.com/factcheck/2021/06/19/%D8%AA%D9%88%D9%86%D8%B3-%D9%84%D9%8A%D8%B3%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3%D8%A9-%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7-%D9%88%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B4%D9%85%D8%A7%D9%84-%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7-%D9%85%D9%86-%D8%AD%D9%8A%D8%AB-%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%85%D9%84%D9%82%D8%AD%D9%8A%D9%86,"تتداول مواقع إخبارية منذ يوم 18 يونيو/حزيران الجاري، تصريحًا على لسان وزير الصحة التونسي فوزي المهدي، يقول فيه إنّ ""تونس هي خامس بلد أفريقي من حيث عدد الملقحين ضد فايروس كورونا المستجدّ بتلقيح أكثر من 1,5 مليون شخص حتى الآن، والثاني في شمال أفريقيا بعد المغرب، وذلك خلافًا لما يُروج بشأن بُطء نسق الحملة الوطنية للتلقيح""."
health,وزارة الصحة الأردنية تنفي قرار إيقاف تلقي لقاح أسترازينيكا,fake,18 يونيو 2021,https://misbar.com/factcheck/2021/06/18/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A%D8%A9-%D8%AA%D9%86%D9%81%D9%8A-%D9%82%D8%B1%D8%A7%D8%B1-%D8%A5%D9%8A%D9%82%D8%A7%D9%81-%D8%AA%D9%84%D9%82%D9%8A-%D9%84%D9%82%D8%A7%D8%AD-%D8%A3%D8%B3%D8%AA%D8%B1%D8%A7%D8%B2%D9%8A%D9%86%D9%8A%D9%83%D8%A7,تتناقل مواقع إخبارية وصحفات على وسائل التواصل الاجتماعي، حديثًا، خبرًا مفاده أن الأردن يوقف استخدام لقاح أسترازينيكا ويكتفي بإعطاء الجرعة الثانية لمن تلقوا الأولى.
health,مجلس الشيوخ الأميريكي لم يعلن أنّ كورونا خدعة,fake,17 يونيو 2021,https://misbar.com/factcheck/2021/06/17/%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%AE-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1%D9%8A%D9%83%D9%8A-%D9%84%D9%85-%D9%8A%D8%B9%D9%84%D9%86-%D8%A3%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AE%D8%AF%D8%B9%D8%A9,"تتناقل صفحات وحسابات على موقع التواصل الاجتماعي تويتر، حديثًا، مقطع فيديو تدّعي أنه لإعلان مجلس الشيوخ الأميركي أن فايروس كورونا المستجد مجرد خدعة للعالم وبأنه سيحاسب المتورطين في ذلك. #رسمي :
أعلن مجلس الشيوخ الأمريكي اليوم ان : كافة ""الاجراءات المرافقة للجائحة و الوباء كانت كذبة كبيرة ""!
وان تغطية وسائل الإعلام للحقيقة لم تكن مسؤولة ،وستتم محاسبة Big Pharma وBig Tech وBig Media وWHO وادارة فيسبوك التي كانت تحرص على نقل وجهة نظر واحده فقط تمثل اجندة الدولة pic.twitter.com/QzeC4y6l4X"
health,لقاحات كورونا لا تحتوي على قوة مغناطيسية تجذب المعادن,fake,10 يونيو 2021,https://misbar.com/factcheck/2021/06/10/%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%84%D8%A7-%D8%AA%D8%AD%D8%AA%D9%88%D9%8A-%D8%B9%D9%84%D9%89-%D9%82%D9%88%D8%A9-%D9%85%D8%BA%D9%86%D8%A7%D8%B7%D9%8A%D8%B3%D9%8A%D8%A9-%D8%AA%D8%AC%D8%B0%D8%A8-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%AF%D9%86,"انتشر على مواقع التواصل الاجتماعي وتطبيق تيك توك، حديثًا، مقاطع فيديو ادعى ناشروها أنّها تُظهر وجود شرائح مغناطيسية تلتصق في الأذرع التي يُحقن بها لقاح كوفيد-19، وأن هذه الظاهرة دليلٌ زراعة شرائح إلكترونية في أذرع الناس الذين تلقوا اللقاح. العديد من المقاطع عن مغناطيس 🧲 يلتصق باليد التي حقن بها لقاح 💉 (فايزر)
لم أصدق
لكن المشاهد المتعددة من الذين أخذوا 💉 وانتشرت عبر الإنترنت
لكن المقلق جداً أن أحدهم جرب 💠 ""بوصلة"" فتحركت لتثبت وجود مجال مغناطيسي ‼️
شيء غريب ومخيف
فهل هذا خطر على العسكريين
💠 شاهدوا البوصلة ‼️ pic.twitter.com/qXNdlact7v"
health,تقنية محاكاة وضعية الجنين لإراحة الأعصاب في اليابان صحيحة,fake,9 يونيو 2021,https://misbar.com/factcheck/2021/06/09/%D8%AA%D9%82%D9%86%D9%8A%D8%A9-%D9%85%D8%AD%D8%A7%D9%83%D8%A7%D8%A9-%D9%88%D8%B6%D8%B9%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%8A%D9%86-%D9%84%D8%A5%D8%B1%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%A3%D8%B9%D8%B5%D8%A7%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86-%D8%B5%D8%AD%D9%8A%D8%AD%D8%A9,"تتناقل صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، صورة تدّعي أنّها لشخص يطبّق تقنية تعمل على إراحة أعصابه ومحاولة إعادة تسوية ساعة النوم البيولوجية، وهذه الطريقة منتشرة في اليابان ومعروفة باسم ""أوتوناماكي"" (Otonamaki)."
health,الصورة ساخرة والسيدة لا تبيع اللقاح الروسي,fake,8 يونيو 2021,https://misbar.com/factcheck/2021/06/08/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D8%B3%D8%A7%D8%AE%D8%B1%D8%A9-%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%D8%A9-%D9%84%D8%A7-%D8%AA%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A,تتداول حسابات وصفحات على مواقع االتواصل الاجتماعي، حديثًا، صورة تدّعي أنّها لسيدة مصرية تبيع اللقاح الروسي المضاد لفايروس كوفيد-19، على بسطة في سوق الدواء الشعبي في مصر.
health,الفيديو ساخر وليس في مستشفى بالهند,fake,7 يونيو 2021,https://misbar.com/factcheck/2021/06/07/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%B3%D8%A7%D8%AE%D8%B1-%D9%88%D9%84%D9%8A%D8%B3-%D9%81%D9%8A-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A8%D8%A7%D9%84%D9%87%D9%86%D8%AF,تداولت حسابات وصفحات على مواقع التواصل الاجتماعي، خلال شهري أبريل/نيسان، ومايو/أيار الفائتين، مقطع فيديو قالت إنه من أحد مستشفيات الهند حيث توفي جميع المرضى، وحازت بعض المنشورات على آلاف إشارات التفاعل من مستخدمي وسائل التواصل الاجتماعي.  
health,التصريح المنسوب لعالم الأوبئة مونتانييه في برنامج طوني خليفة مفبرك,fake,6 يونيو 2021,https://misbar.com/factcheck/2021/06/06/%D8%A7%D9%84%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD-%D8%A7%D9%84%D9%85%D9%86%D8%B3%D9%88%D8%A8-%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D8%A7%D9%84%D8%A3%D9%88%D8%A8%D8%A6%D8%A9-%D9%85%D9%88%D9%86%D8%AA%D8%A7%D9%86%D9%8A%D9%8A%D9%87-%D9%81%D9%8A-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%B7%D9%88%D9%86%D9%8A-%D8%AE%D9%84%D9%8A%D9%81%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83,"تتداول صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو من برنامج المذيع اللبناني طوني خليفة، الذي يُعرض على قناة صوت بيروت إنترناشونال، يتناول فيه خليفة تصريحًا منسوبًا لعالم الأوبئة الفرنسي لوك مونتانييه، نقلًا عن موقع الاتحاد الدولي للصحافة العربية يقول ""أكّد الحائز على جائزة نوبل لوك مونتانييه أنه لا توجد فرصة للبقاء على قيد الحياة للأشخاص الذين تلقوا أي شكل من أشكال اللقاح. في المقابلة المروعة، صرح كبير علماء الفايروسات في العالم بصراحة: ""لا أمل ولا علاج ممكن لأولئك الذين تم تطعيمهم بالفعل. يجب أن نكون مستعدين لحرق الجثث"". وسأل خليفة ضيفته الطبيبة بيترا خوري، عن صحة الادعاء لترد بأنّ مونتانييه قال إنّ جميع الملقحين سيموتون لكنه لم يقل خلال عامين، وأن كلامه لا يستند إلى دليل علمي بل هي نظرية قديمة."
health,خبر عدم تكوّن أجسام مضادة لدى ملايين الأميركيين بعد أخذهم اللقاح انتقائي,fake,5 يونيو 2021,https://misbar.com/factcheck/2021/06/05/%D8%AE%D8%A8%D8%B1-%D8%B9%D8%AF%D9%85-%D8%AA%D9%83%D9%88%D9%86-%D8%A3%D8%AC%D8%B3%D8%A7%D9%85-%D9%85%D8%B6%D8%A7%D8%AF%D8%A9-%D9%84%D8%AF%D9%89-%D9%85%D9%84%D8%A7%D9%8A%D9%8A%D9%86-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D9%86-%D8%A8%D8%B9%D8%AF-%D8%A3%D8%AE%D8%B0%D9%87%D9%85-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD-%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D8%A6%D9%8A,تتداول حسابات على مواقع التواصل الاجتماعي، حديثًا، صورةً لخبر من وكالة CNN، زعمت أنّه يقول بأنّ عشرات الملايين من الأميركيين لم تتكوّن لديهم أجسامًا مضادة لفايروس كوفيد-19 بعد تلقي اللقاح، ما يعني أنّ اللقاح فاشل تمامًا أو أنّ اللقاح المعطى في أميركا ما هو إلا ماء وملح، واللقاح الحقيقي يُعطى للشعوب الأخرى.
health,الصورة قديمة وليست لوصول لقاحات كورونا إلى موريتانيا من المغرب,fake,1 يونيو 2021,https://misbar.com/factcheck/2021/06/01/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%88%D8%B5%D9%88%D9%84-%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%A5%D9%84%D9%89-%D9%85%D9%88%D8%B1%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8,تتناقل صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، صورة تدّعي أنها تُظهر وصول طائرة مغربية إلى موريتانيا وهي محملة بشحنة كبيرة من لقاحات فايروس كورونا المستجد.
health,دواء شركة بونس بيو غروب الإسرائيلية يُعالج الأعراض الرئوية لكورونا وليس الفايروس نفسه,fake,31 مايو 2021,https://misbar.com/factcheck/2021/05/31/%D8%AF%D9%88%D8%A7%D8%A1-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A8%D9%88%D9%86%D8%B3-%D8%A8%D9%8A%D9%88-%D8%BA%D8%B1%D9%88%D8%A8-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%8A%D8%B9%D8%A7%D9%84%D8%AC-%D8%A7%D9%84%D8%A3%D8%B9%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%B1%D8%A6%D9%88%D9%8A%D8%A9-%D9%84%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%88%D9%84%D9%8A%D8%B3-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%B1%D9%88%D8%B3-%D9%86%D9%81%D8%B3%D9%87,نشرت صفحة وزارة الخارجية الإسرائيلية باللغة العربية (إسرائيل بالعربية)، خبرًا مفاده إعلان شركة الأدوية الإسرائيلية بونس بيو غروب، عن نجاح دوائها المضاد لفايروس كورونا المستجد بنسبة 100% لدى أول 10 مرضى مع أعراض حادّة ضمن تجاربها السريرية، إذ انخفضت لديهم التهابات الرئة بعد تلقي العلاج إلى 1%.
health,الصحة العراقية تنفي تسجيل أيّة إصابات بمرض الفطر الأسود,fake,30 مايو 2021,https://misbar.com/factcheck/2021/05/31/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D8%AA%D9%86%D9%81%D9%8A-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%A3%D9%8A-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A8%D9%85%D8%B1%D8%B6-%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%AF,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، خبرًا يدعي تسجيل أوّل إصابة بمرض الفطر الأسود الذي انتشر في الهند في أوائل شهر مايو/أيار الجاري، في محافظة البصرة العراقية.
health,مدير الصحة العالمية لم يقل إنّنا على أعتاب فايروس أشد فتكًا من كورونا,fake,27 مايو 2021,https://misbar.com/factcheck/2021/05/27/%D9%85%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D9%84%D9%85-%D9%8A%D9%82%D9%84-%D8%A5%D9%86%D9%86%D8%A7-%D8%B9%D9%84%D9%89-%D8%A3%D8%B9%D8%AA%D8%A7%D8%A8-%D9%81%D8%A7%D9%8A%D8%B1%D9%88%D8%B3-%D8%A3%D8%B4%D8%AF-%D9%81%D8%AA%D9%83%D8%A7-%D9%85%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7,"تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، تصريحًا منسوبًا لمدير منظمة الصحة العالمية، تيدروس أدهانوم غيبريسوس، يقول فيه ""نحن على أعتاب فايروس جديد أكثر فتكًا وقد نعود لنقطة الصفر""."
health,لم تُلغِ الصحّة الإسرائيلية جميع قيود كورونا، بل ما تزال مفروضة على السفر,fake,23 مايو 2021,https://misbar.com/factcheck/2021/05/24/%D9%84%D9%85-%D8%AA%D9%84%D8%BA-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%AC%D9%85%D9%8A%D8%B9-%D9%82%D9%8A%D9%88%D8%AF-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%A8%D9%84-%D9%85%D8%A7-%D8%AA%D8%B2%D8%A7%D9%84-%D9%85%D9%81%D8%B1%D9%88%D8%B6%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B3%D9%81%D8%B1,"نشرت صفحة وزارة الخارجية الإسرائيلية باللغة العربية، ""إسرائيل بالعربية""، على موقعي التواصل الاجتماعي فيسبوك وتويتر، خبرًا في تاريخ 23 مايو/أيار الجاري عنوانه ""إسرائيل تنتصر على جائحة كورونا.. رفع جميع قيود كورونا قريبًا""، أفادت خلاله أنّه بعد انخفاض نسبة الإصابات بفايروس كورونا المستجد إلى 12 حالة يومية، أعلنت وزارة الصحّة الإسرائيلية عن رفع جميع القيود المفروضة بسبب تفشّي الفايروس."
health,فيديو اجتماع ساسة البيت الأبيض دون أقنعة لأنهم أخذوا اللقاح وليس لأن كورونا خدعة,fake,23 مايو 2021,https://misbar.com/factcheck/2021/05/23/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9-%D8%B3%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D8%A3%D8%A8%D9%8A%D8%B6-%D8%AF%D9%88%D9%86-%D8%A3%D9%82%D9%86%D8%B9%D8%A9-%D9%84%D8%A3%D9%86%D9%87%D9%85-%D8%A3%D8%AE%D8%B0%D9%88%D8%A7-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A3%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%AE%D8%AF%D8%B9%D8%A9,تداولت حسابات وصفحات على موقعيّ التواصل الاجتماعي فيسبوك وتويتر، مقطع فيديو لعدد كبير من الساسة الأميركيين داخل البيت الأبيض دون الالتزام بمسافات التباعد الاجتماعي، ودون ارتداء أقنعة طبية، وشكك متداولو الفيديو في وجود فايروس كورونا، زاعمين أنَّ كل ما تم اتخاذه من تدابير سابقة هي عروض مسرحية أمام الكاميرات للتخويف وإقناع الناس بأنَّ الوباء حقيقي.  
health,مصر لم تحظر لقاح كورونا على مواطنيها المقيمين في دول الخليج,fake,11 مايو 2021,https://misbar.com/factcheck/2021/05/10/%D9%85%D8%B5%D8%B1-%D9%84%D9%85-%D8%AA%D9%85%D9%86%D8%B9-%D8%AD%D8%A7%D9%85%D9%84%D9%8A-%D8%A7%D9%84%D8%A5%D9%82%D8%A7%D9%85%D8%A9-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9-%D9%85%D9%86-%D8%AA%D9%84%D9%82%D9%8A-%D9%84%D9%82%D8%A7%D8%AD-%D9%81%D8%A7%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7,تداولت حسابات وصفحات على موقع التواصل الاجتماعي تويتر، حديثًا، خبرًا يُفيد بأنّ السلطات في مصر حظرت لقاح كورونا على ماطنيها الذين يحملون إقامة في إحدى دول الخليج، ودعتهم لأخذ اللقاح في تلك الدول.
politics,المنشور ليس من حساب رسمي للرئيس الإيراني يتوعد فيه باستهداف إسرائيل,fake,11 أبريل 2024,https://misbar.com/factcheck/2024/04/11/%D8%A7%D9%84%D9%85%D9%86%D8%B4%D9%88%D8%B1-%D9%84%D9%8A%D8%B3-%D9%85%D9%86-%D8%AD%D8%B3%D8%A7%D8%A8-%D8%B1%D8%B3%D9%85%D9%8A-%D9%84%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A-%D9%8A%D8%AA%D9%88%D8%B9%D8%AF-%D9%81%D9%8A%D9%87-%D8%A8%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84,"تتداول حسابات على موقع التواصل الاجتماعي إكس، حديثًا، منشورًا ادّعت أنه من تهديد الرئيس الإيراني إبراهيم رئيسي لإسرائيل، وجاء فيه ""بسم الله قاصم الجبارين.. الهدف واضح ومحدد ودقيق"" مع صورة نجمة سداسية."
politics,فيديو ترامب الذي يقول فيه إن أوباما صنع تنظيم داعش قديم,fake,24 مارس 2024,https://misbar.com/factcheck/2024/03/24/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D9%82%D9%88%D9%84-%D9%81%D9%8A%D9%87-%D8%A5%D9%86-%D8%A3%D9%88%D8%A8%D8%A7%D9%85%D8%A7-%D8%B5%D9%86%D8%B9-%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%AF%D8%A7%D8%B9%D8%B4-%D9%82%D8%AF%D9%8A%D9%85,تتداول صفحات وحسابات على موقع التواصل الاجتماعي إكس، حديثًا، مقطع فيديو للمرشح الرئاسي الجمهوري الأميركي دونالد ترامب، يقول فيه إن أوباما هو من صنع تنظيم داعش، وذلك بالتزامن مع أنباء عن تبني التنظيم الهجوم المسلح على حفل موسيقي في العاصمة الروسية موسكو. ترامب: أوباما هو الذي أسس داعش pic.twitter.com/v0voTCg5a4
politics,الفيديو ليس لمظاهرة خرجت ضد السيسي في مدينة سوهاج حديثًا,fake,22 مارس 2024,https://misbar.com/factcheck/2024/03/22/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%8A%D8%B3-%D9%84%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D8%AE%D8%B1%D8%AC%D8%AA-%D8%B6%D8%AF-%D8%A7%D9%84%D8%B3%D9%8A%D8%B3%D9%8A-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%B3%D9%88%D9%87%D8%A7%D8%AC-%D8%AD%D8%AF%D9%8A%D8%AB%D8%A7,تتداول حسابات على موقع التواصل الاجتماعي إكس، حديثًا، مقطع فيديو ادعت أنّه من مظاهرات حديثة خرجت في مدينة سوهاج المصرية ضد الرئيس عبد الفتاح السيسي وتطالب برحيله. الصعايده من سوهاج #خد_دي #خد_دى #جوعتنا_يا_سيسي #ارحل_يا_سيسي #السيسي_الصهيوني #السيسي_خاين_وعميل #السيسي_يبيع_مصر pic.twitter.com/JVviyLnkfP
