title,label,category_name,article_content,article_date,TOPIC
المعلومات المضللة والكاذبة تفاقم خطاب الكراهية وتهدد حياة اللاجئ السوري في لبنان,fake,تضليل,"
تصاعد خطاب الكراهية تجاه اللاجئين السوريين في لبنان خلال الأسبوعين الفائتين وسط حملات ودعوات لترحيلهم إلى سوريا بمزاعم مختلفة منها أن ""السوري سبب أزمات لبنان الاقتصادية والاجتماعية، وأن سوريا أضحت آمنة وبالتالي لا مبرر لبقاء السوري في لبنان"".
لكن سوريا، وفقاً لتقرير أصدرته ""هيومن رايتس ووتش"" في العام 2021 بعنوان: ""حياة أشبه الموت‘: عودة اللاجئين السوريين من لبنان والأردن"" ليست آمنة للعودة.
وحسب التقرير فأن من بين 65 من العائدين أو أفراد عائلاتهم الذين قابلتهم المنظمة، وثقت هيومن رايتس ووتش 21 حالة اعتقال واحتجاز تعسفي، و13 حالة تعذيب، وثلاث حالات اختطاف، وخمس حالات قتل خارج نطاق القضاء، و17 حالة اختفاء قسري، وحالة عنف جنسي مزعوم.
ويعيش السوريون في لبنان معاناة متعددة الأشكال جراء غياب التشريعات المحلية التي تنظم شؤون حياتهم وعدم توقيع لبنان على الاتفاقيات الدولية التي تعتبر من فر من بلاده بسبب الاضطهاد لاجىء. إذ ما تزال الدولة اللبنانية تعتبر السوريين نازحين وليسوا لاجئين ما يفقدهم حقوق اللاجئ المعترف بها دولياً.
ومن هنا، تُعقَّد لبنان إجراءات الإقامة والعمل والتعليم وهو ما يشكل وضعاً ضاغطاً على السوري في مخيمات اللجوء وحتى خارجها في لبنان. عدا عن حملات التضليل التي تُمارس ضدهم من مختلف فئات المجتمع اللبناني وكذلك بعض الأحزاب والشخصيات السياسية.
ومنذ أيام، اعتقلت مخابرات النظام السوري شابين من السويداء مطلوبين للاحتياط عند نقطة المصنع الحدودية بعد ترحيلهما من لبنان، وفقاً لشبكة السويداء 24، وذلك بعد قيام مخابرات الجيش اللبناني بتكثيف دورياتها واعتقالها سوريين من منازلهم في أحياء عدة من بيروت وأماكن سكن اللاجئين.
وبحسب ""ميغافون"" (وسيلة إعلامية إلكترونية مستقلة) نفذ الجيش اللبناني مداهمات أمنية يومي 19 و20 نيسان/أبريل الجاري واعتقل مئات السوريين من برج حمود وعاليه والشوف وزحلة وبر الياس بينهم عوائل وقصَّر. وقام بنقلهم إلى نقطة المصنع الحدودية ومعبر جوسيه في بلدة القصير بحمص.
سبق ذلك، ترحيل الجيش اللبناني 46 لاجئاً يومي 10 و11 نيسان/أبريل الجاري بعد اعتقالهم في جونيه ووادي خالد حيث يعيشون، وسلَّم 35 منهم إلى قوات الفرقة الرابعة التابعة لماهر الأسد.
وكانت حملات الترحيل بدأت في 5 نيسان/أبريل الجاري من خلال اعتقال الجيش اللبناني 46 لاجئاً في بلدتين في منطقة الشوف بحج مختلفة، منها الشغب والاعتداء على المواطنين اللبنانيين، وعدم امتلاك أوراق ثبوتية تخولهم البقاء في لبنان. وعليه، بلغ عدد من اعتقلهم الجيش اللبناني 450 لاجئاً منذ بداية شهر نيسان/أبريل الجاري، وفقاً لوكالة فرانس برس.
كذلك، دعت منظمة العفو الدولية، يوم الإثنين الفائت، الدولة اللبنانية إلى وقف عمليات الترحيل غير القانونية للاجئين السوريين خشية أن يتعرضوا ""لتعذيب واضطهاد"" النظام السوري.
تحديث: اعتقلت السلطات السورية شخصًا على الأقلّ من الذين رحّلتهم السلطات اللبنانية. أخبرنا محمد أنّ السلطات السورية اقتادت شقيقه إلى مكان غير مُعلن عنه وزعم أنهم قالوا لزوجته وابنته اللتين رُحّلتا معه ""اذهبا وانسيا أمره"" https://t.co/vK4QIsmCtu

وحملات الترحيل هذه سبقها سلسلة من الأكاذيب والتحريض باستخدام معلومات مغلوطة وفيديوهات مقتطعة من سياقها وقديمة تجاه اللاجئين في لبنان توجت بإطلاق ما يسمى ""الاتحاد العام لنقابات العمال""، ""الحملة الوطنية لتحرير لبنان من الاحتلال الديموغرافي السوري"".
كما انتشرت دعوات مجهولة المصدر تدعو النازحين السوريين للتظاهر أمام مقر مفوضية اللاجئين اليوم، مقابل دعوة مماثلة من قبل لبنانيين يطالبون بترحيلهم، ما دفع بوزير الداخلية بسام مولوي إلى إصدار كتاب الى المديرية العامة لقوى الأمن الداخلي لمنع تظاهر النازحين السوريين والتظاهرات المضادة لها.
كما تقوم بعض البلديات بالتضييق على السوريين، كما حدث في بلديات الدكوانة التي أجبرت اللاجئين على توقيع تعهد بالعودة، وكذلك بلديات أخرى تمنع اللاجىء من العمل في بعض المهن، عدا عن تحديد ساعات تجوال السوري في مناطق لجوئه داخل لبنان.
ليس هذا فقط، بل يتهم اللاجئين السوريين في لبنان بأنهم يقبضون بالدولار مبالغ كبيرة، في حين بيَّن أحد اللاجئين ويدعى يحيى لمنصة (تأكد) أن ""السوري المسجل لدى مفوضية شؤون اللاجئين يحصل على 800 ألف ليرة لبنانية شهرياً (8 دولار)، بعد أن كان يحصل على 300 ألف ليرة قبل شهرين و500 ألف قبل شهر، بعد رفع المفوضية المبلغ بسبب ارتفاع سعر صرف الدولار.
ويقول يحيى الذي طلب التعريف عنه بالاسم الأول ""إن 5 أفراد فقط من العائلة يحصلون على دعم نقدي من المفوضية مهما بلغ عدد أفرادها""، ما يعني أن العائلة المؤلفة من 5 اشخاص تحصل شهرياً على 4 مليون ليرة ما يعادل اليوم حوالي 40 دولار. مؤكداً أنهم يستلمون المبلغ بالعملة المحلية وليس بالدولار كما يروج الكثير من اللبنانيين.
ويبلغ عدد اللاجئين السوريين في لبنان وفقا لـ ""المفوضية السامية للأمم المتحدة لشؤون اللاجئين""، حوالي المليون ونصف المليون، 865331 مسجلين في مفوضية شؤون اللاجئين و400 ألف عامل.
واليوم طالبت الحكومة اللبنانية المفوضية العليا لشؤون اللاجئين، وضمن مهلة أقصاها أسبوع من تاريخه، تزويد وزارة الداخلية والبلديات بالمعلومات الخاصة باللاجئين السوريين على أنواعها، على أن تسقط صفة اللاجئ عن كل شخص يغادر الأراضي اللبنانية.

عدا عن ذلك استغل كثير من اللبنانيين بعض الفيديوهات للتحريض ضد اللاجئين السوريين، ومنها فيديو للمعارض السوري كمال اللبواني وهو يتهجم على الجيش اللبناني عبر تسجيل مصور ويطلب من اللاجئين حمل السلاح للدفاع عن أنفسهم.
لكن، بالبحث عن هذا الفيديو تبين أنه قديم منشور بتاريخ 27/10/2022، ما يعني أنه استخدم ليكون مقدمة للتحريض وخلق الفتن بين اللاجئ السوري والمجتمع اللبناني بما يساهم في زيادة الضغط لترحيل اللاجئين.
كما تم استعادت فيديو مصور في مخيّم الهول شمال شرق سوريا لعوائل تنظيم ""داعش""، يظهر فيه ""أطفال تكفيريون يهددون بالقتل والذبح"" على أنه لـ لاجئين سوريين في إحدى المخيمات اللبنانية.
بينما الحقيقة تشير إلى أن الفيديو نشرته قناة الحدث في مارس/آذار من العام 2021 على أنه من مخيم الهول للاجئين في سوريا.
ورغم رفض المفوضية السامية لشؤون اللاجئين ترحيل السوريين إلى بلادهم، إلا أن الحكومة اللبنانية أقرت في العام 2017 خطة للعودة الطوعية التي أعيد عبرها إلى سوريا ما يقارب الــ 600 ألف سوري. لكنها توقفت بعد الاعتراض عليها من قبل منظمات دولية وحقوقية.
وتتهم الحكومة اللبنانية المفوضية بأنها تشجع اللاجئين على عدم العودة، بينما تشير المفوضية إلى أنها لا تعارض العودة لكنها تتفهم أن القسم الأكبر من النازحين في لبنان غير متحمسين لها لعدم توافر مقومات العيش في البلدات والقرى السورية التي نزحوا منها.



",الأربعاء 26 نيسان 2023,Politics
هل منح أردوغان جميع الأتراك غاز المنازل مجاناً لمدة عام؟,fake,تضليل,"
",الأحد 23 نيسان 2023,Politics
هل أرسلت مصر مساعدات إنسانية إلى السودان حديثاً ؟,fake,تضليل,"
",الخميس 20 نيسان 2023,Politics
"هل احتج الفلسطينيون على رفع علم ""حزب الله"" في القدس؟",fake,تضليل,"
",الأربعاء 19 نيسان 2023,Politics
هل شهدت القرداحة مؤخرا اقتتالا عنيفا بين آل الأسد؟,fake,تضليل,"
",الثلاثاء 18 نيسان 2023,Politics
هذه الصورة تظهر سقوط طائرة مسيرة في إدلب وليس طائرة مقاتلة في السودان,fake,تضليل,"
",الاثنين 17 نيسان 2023,Politics
هل يظهر هذا الفيديو المغنية سيلين ديون بعد إصابتها بمرض نادر؟,fake,تضليل,"
",الجمعة 14 نيسان 2023,Politics
"هل أعلن ""لواء القدس"" مسؤوليته عن استهداف مواقع للاحتلال الإسرائيلي في الجولان؟",fake,تضليل,"
",الاثنين 10 نيسان 2023,Politics
ما حقيقة تكريم الشيخ الجزائري وليد مهساس بعد تسلق قطة على كتفيه أثناء الصلاة؟,fake,تضليل,"
",الجمعة 07 نيسان 2023,Politics
هل تظهر هذه اللقطات قصف المليشيات الإيرانية للقاعدة الأمريكية في دير الزور؟,fake,تضليل,"
",السبت 25 آذار 2023,Politics
"هل نشرت صفحة ""رئاسة الجمهورية"" صورة لـ ""فريق ملهم"" ونسبتها لفريق تابع لأسماء الأسد؟",fake,تضليل,"
",الأحد 12 آذار 2023,Politics
هل يظهر المقطع انزعاج رونالدو من جماهير الاتحاد بسبب هتافها لميسي؟,fake,تضليل,"
",السبت 11 آذار 2023,Politics
هل فرض الاتحاد الأوروبي حديثاً عقوبات على بشار الأسد؟,fake,تضليل,"
",الجمعة 10 آذار 2023,Politics
هل أفرج النظام السوري حديثاً عن 23 معتقل من صيدنايا بعد سنوات من الاعتقال؟,fake,تضليل,"
",الثلاثاء 07 آذار 2023,Politics
"الطفل باسل الرشدان ليس هو ذاته صاحب بطاقة المساعدات ""المزورة""",fake,تضليل,"
",,Politics
هل شتم أردوغان أحد منكوبي الزلزال؟,fake,تضليل,"
",السبت 25 شباط 2023,Politics
ما حقيقة وصول رونالدو إلى السعودية حديثاً للانضمام إلى نادي النصر السعودي؟,fake,تضليل,"
",الخميس 22 كانون أول 2022,Politics
هذه الصور لا علاقة لها بالحرائق الكبيرة التي اندلعت مؤخراً في الجزائر,fake,تضليل,"
تداولت حسابات بمواقع التواصل الاجتماعي مجموعة صور خلال اليومين الماضيين من شهر آب/ أغسطس 2022، في سياق أخبار تتحدث عن حرائق واسعة اندلعت في غابات ومناطق حراجية بالجزائر، إلا أن بعض هذه الصور خارج السياق المذكور.
وحظيت الصور بانتشار واسع وحصدت عدداً كبيراً من التعليقات والمشاركات وإعادات التغريد. بإمكانك الاطلاع على عينة من مصادر الادعاء في الجدول أسفل المادة.
سياق الادعاء
اندلعت حرائق واسعة في مناطق عدة بالجزائر، خلال الأيام القليلة الماضية، وأعلنت السلطات الجزائرية أمس الجمعة إخماد جميع الحرائق التي أسفرت عن مقتل 37 شخصاً وإصابة 183 آخرين، وفق ما نقلت وكالة ""الأناضول"".
وأرجع رئيس الوزراء الجزائري أيمن بن عبد الرحمن خسائر النيران إلى ""العوامل الطبيعة التي تفوق قوة الإنسان، حيث بلغت سرعة الرياح 91 كلم في الساعة مما يجعل من مجابهتها أمرا صعبا للغاية""، في حين باشر القضاء الجزائري تحقيقات ضد مجهولين لتحديد ما إذا كان ""مصدر الحرائق عمل إجرامي مقصود"".
حرائق وجثث
نشرت حسابات في موقع ""فيسبوك"" هاتان الصورتان، وزعموا أنها من الحرائق التي اندلعت مؤخراً في غابات الجزائر، ويظهر في الصورة الأولى ألسنة لهب تلتهم الأشجار وشخصين يحاولان إطفاءها، وفي الصورة الثانية تظهر مجموعة من الجثث ملقاة على الأرض.
وبعد البحث عن الصورة الأولى في محركات البحث، اتضح أنها قديمة، ونشرتها مواقع إخبارية بينها موقع صحيفة ""الغارديان"" البريطانية، وموقع ""فايس"" الأمريكي، العام الماضي، وقالا إنها من حرائق اندلعت سنة 2021 في اليونان.
أما الصورة الثانية، فتبين بعد استخدام تقنية البحث العكسي أنها منشورة عام 2019، في مواقع إخبارية أجنبية مثل ""libreopinionguinee"" و""abcnews"" بسياق أخبار تتحدث عن سقوط ضحايا إثر حريق في مدرسة بدولة ليبيريا.
جبل مشتعل ونيران خلف السيارات
انتشرت صورتان في سياق الأخبار المتداولة عن حرائق الجزائر، يظهر في الأولى شخص يضع يديه خلف رأسه وأمامه سيارات خلفها نيران ودخان، في حين تظهر الصورة الثانية جبلاً أسود اللون تلتهمه النيران.
وبالبحث عن الصورتين المتداولتين، اتضح أن الأولى منشورة في مواقع أجنبية في وقت سابق، بينها موقع ""inside headline"" الذي قال إن الصورة التقطت أثناء حريق شب في مصنع أخشاب بالبرتغال، في شهر تموز الماضي.
أما الصورة الثانية للجبل المشتعل، اتضح أنها التقطت بالجزائر لكن منذ نحو سنة، حيث نشرها الصحافي في ""فرانس 24"" طاهر هاني عبر حسابه في ""تويتر"" متحدثاً عن حرائق في منطقة القبائل، بشهر آب من العام الماضي.
Collines oubliées, collines brûlées. La #Kabylie toujours encerclée par les flammes. 5 morts dont deux femmes et un épais silence radio de la part du Gvt. La nuit fut terrible. Des milliers ont fui leurs maisons sans savoir où aller. Ils fulminent de rage .

شاب يشاهد النيران
انتشرت صورة لشاب يضع يديه على رأسه يشاهد نيراناً واسعة تحرق أشجاراً، وذلك في سياق الأخبار عن حرائق غابات الجزائر.



",السبت 20 آب 2022,Politics
ما حقيقة فيديو رشق المدرعات الروسية بالحجارة أثناء انسحابها من تل رفعت؟,fake,تضليل,"
",الاثنين 13 حزيران 2022,Politics
ما حقيقة حظر السعودية أداء فريضة الحج على الشعب السوري؟,fake,تضليل,"
",السبت 07 أيار 2022,Politics
هل أطلق معبر جرابلس رابط الحجز المخصص لإجازات العيد؟,fake,تضليل,"
",السبت 26 آذار 2022,Politics
هذا المقطع قديم ويظهر لاجئاً سورياً يعذب ابنه ولا علاقة له بالطفل فواز قطيفان,fake,تضليل,"
",الثلاثاء 08 شباط 2022,Politics
هل أدرجت أمريكا مؤخراً قادة من المعارضة السورية في قوائم العقوبات؟,fake,تضليل,"
",الخميس 09 كانون أول 2021,Politics
هل عثر العلماء مؤخراً على كوكب شبيه بالأرض ويمكن الوصول إليه؟,fake,تضليل,"
",السبت 23 تشرين أول 2021,Politics
"هل يظهر هذا التسجيل نادلة ""تقدم الأركيلة بطريقة فنية"" في دمشق؟",fake,تضليل,"
",الاثنين 06 أيلول 2021,Politics
اعتداء على شاب قبل دهسه.. هل هو من أنقرة؟,fake,تضليل,"
",الخميس 12 آب 2021,Politics
هذه الصور ليست لسوريين قضوا غرقاً قرابة السواحل الليبية,fake,تضليل,"
",الثلاثاء 22 حزيران 2021,Politics
هل ألغت الدنمارك إقامة اللاجئة السورية آية أبو ضاهر لأنها مؤيدة للنظام السوري؟,fake,تضليل,"
",الثلاثاء 20 نيسان 2021,Politics
هل قتل رئيس فرع الأمن العسكري في دير الزور بغارات إسرائيلية؟,fake,تضليل,"
",الخميس 21 كانون ثاني 2021,Politics
هذا التسجيل لا يوثق سرقة تركيا أشجار زيتون من عفرين,fake,تضليل,"
",الأربعاء 04 تشرين ثاني 2020,Politics
"هذه المرأة ليست ""سودانية تحمل دواءها وسط الفيضانات"" ",fake,تضليل,"
",الاثنين 07 أيلول 2020,Politics
هل صنفت الأمم المتحدة البنية الرقمية السعودية لمواجهة كورونا الأنجح في العالم؟,fake,تضليل,"
",الثلاثاء 28 تموز 2020,Politics
رجل توفي غرقاً في عفرين ومنصات إعلامية تفبرك مقتله على إيدي مسلحين,fake,تضليل,"
نشرت وكالة (هاور نيوز) يوم الأربعاء 20 أيار/مايو تقريراً بعنوان (العثور على جثة مدني اختطفته مرتزقة الاحتلال التركي في عفرين) ورد فيه أن : ""أهالي ناحية جندريسه عثروا على جثة المواطن مسلم أحمد الذي اختطفه المرتزقة قبل حوالي أسبوع من منزله، وسط إستمرار مسلسل تعذيب وخطف المدنيين في عفرين"".
وأضافت الوكالة الداعمة لـ (حزب الاتحاد الديمقراطي - PYD) أن ""الأهالي عثروا على الجثة بالقرب من النهر في جندريسه""، مدعية نقل هذه المعلومات عن مصادر محلية.
ونقلت العديد من الصفحات على مواقع التواصل الاجتماعي الخبر بذات التفاصيل ومن بينها صفحة (أخبار الشمال السوري)
الادعاءات الكاذبة:
- الرجل لم يختطف وإنما كان تائهاً
- عثر على جثمان الرجل في عفرين وليس في جنديرس
-الرجل توفي نتيجة سقوطه في النهر وليس بفعل فاعل
ما حقيقة الحادثة؟
نجل الرجل المتوفى كتب منشوراً على صفحته في موقع (فيسبوك) أوضح فيه تفاصيل حادثة وفاة والده، ووجه (رياض أحمد) منشوره إلى قناة (روداو) الكردية، التي بثّت يوم الأربعاء خبراً على شاشتها في بداية نشرة الأخبار، ورد فيه أن ""الأهالي في ناحية جنديرس عثروا على جثة رجل قتله المسلحون"".
وذكر رياض أن والده الذي ناهز 88 عاماً وعانى من مرض (آلزهايمر)، خرج من منزله في يوم 14 أيار/مايو، ثم ضل طريقه قرب نهر عفرين، وخلال محاولته العودة إلى منزله، انزلق على منحدر وسقط في نهر عفرين جنوبي قرية (كرسانة) بـ 2  كيلومتر، ثم توفي غرقاً.
وتابع نجل الفقيد أن التقرير الذي صدر عن الطبابة الشرعية في عفرين أكد ان وفاة والده كانت نتيجة غرقه في نهر عفرين مع وجود كدمات ناجمة عن السقوط، وانتفاخ ناجم عن مرور خمسة أيام على جثمان الفقيد في الماء، وأشار إلى عدم وجود آثار للرصاص أو لأدوات حادة على جسد الفقيد. ونفى اخيراً باسمه واسم عائلته خبر مقتل والده بفعل فاعل.
وفي ذات السياق، تواصلت منصة (تأكد) مع منظمة الدفاع المدني بعفرين (الخوذ البيضاء)، واكد المسؤول الإعلامي أن بلاغاً وصلهم يوم الأربعاء 20 أيار/مايو يفيد بوجود جثة طافية في نهر عفرين. ليتوجه فريق مختص وينتشل الجثمان ثم ينقله إلى المشفى العسكري بعفرين، قبل ان يتسلم الجثمان ذوو الفقيد ثم يدفنوه في مقبرة قرية (جنديرس) مسقط رأسه.
ناشطون سوريون كانوا قد أعلنوا سابقاً في منشورات على موقع (فيسبوك) أن الرجل ذاته خرج من منزله دون وجهة معروفة ولم يعد، طالبين ممن لديه معلومات أن يبلغهم أو يبلغ ذويه.




",الأحد 24 أيار 2020,Politics
"هذه ""الصهاريج"" لا تنقل مشتقات النفط إلى سوريا",fake,تضليل,"
نشرت مواقع وصفحات إخبارية على منصات التواصل الاجتماعي أمس، تسجيلاً مصوراً أظهر مرور رتل من الشاحنات المخصصة لنقل المشتقات النفطية ""صهاريج"" على طريق عام.
وخلال بحث أجرته منصة تأكد عن التسجيل المشار إليه، تبين أنه منشور على موقع ""يوتيوب"" منذ العام 2012 تحت عنوان ""صهاريج العراق شركة اضواء البراق"".
يشار إلى أن مدير شركة المحروقات التابعة لنظام بشار الأسد ""مصطفى حصوية"" صرح خلال الساعات الماضية للعديد من وسائل الإعلام السورية أنه لا يوجد أي تصريح حكومي رسمي يؤكد عزم حكومة النظام استيراد النفط من إيران براً عبر العراق.
وتشهد المناطق الواقعة تحت سيطرة النظام في سوريا منذ أشهر أزمة محروقات ، بررها رئيس حكومة بشار الأسد، عماد خميس، بالعقوبات المفروضة على سوريا واتهم قناة السويس بالإسهام في العقوبات، لكن مجلس الوزراء في مصر نفى منع أي ناقلة متوجهة إلى سوريا.




",الاثنين 15 نيسان 2019,Politics
"""جوازات السفر إلى الجنة"" ليس مصدرها داعش وإنما ميلشيات الأسد",fake,تضليل,"
نشرت مواقع إخبارية عربية وصفحات على مواقع التواصل الاجتماعي مؤخراً، خبراً بعنوان ""جوازات سفر إلى الجنة"" قالت إنه ""عُثر بمحافظة الرقة العربية السورية على جوازات سفر مكتوب عليها جواز سفر إلى الجنة"".
وأرفق ناشرو الخبر صورة لدفاتر بعضها لونه أزرق وبعضها الآخر لونه أخضر، ونقلوا عن مصدر لم يسموه تأكيدات بأنها تعود ""لخلايا داعش الأرهابية التي كانت تسيطر على المدينة"".
تود تأكد أن تلفت عناية المتابعين إلى أن ""جواز سفر الجنة"" الذي نشرت صوره تلك المواقع، كانت قد عثرت عليه فصائل المعارضة السورية في أحد مواقع جيش النظام والميليشيات الموالية له قرب الفرقة 17 في الرقة بتاريخ 7-5-2013.

وترفق تأكد تسجيلاً مُصوراً نشره ""المركز الإعلامي لثوار الرقة"" قبل نحو من 5 سنوات على موقع ""يوتيوب""، يظهر فيه ""الجواز"" المذكور، لحظة العثور عليه.




",الاثنين 10 أيلول 2018,Politics
صور المستوطنين في الملاجئ ملتقطة في فلسطين المحتلة وليست من الجولان السوري,fake,تضليل,"
نشرت مواقع وصفحات إخبارية عربية وسورية موالية لنظام بشار الأسد اليوم، خبراً بعنوان ""المستوطنون يفرون إلى الملاجئ"" تضمن صوراً تظهر عدداً من المدنيين بينهم نساء ومسنين أثناء تواجدهم في أبنية ذات سقوف منخفضة بدت كأنها ملاجئ تحت الأرض.
وقال ناشرو الصور، إنها ملتقطة حديثاً وتظهر المستوطنون الصهاينة بعد فرارهم إلى الملاجئ بعد القصف الذي استهدف الجولان المحتل.
وخلال البحث العكسي الذي أجرته منصة تأكد تبين أنها قديمة وملتقطة منذ سنوات سابقة في مواقع متفرقة في فلسطين المحتلة.




",الخميس 10 أيار 2018,Politics
هذا التسجيل لا علاقة له بمقتل جنود روس في غارة أمريكية بدير الزور,fake,تضليل,"
تداولت صفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي اليوم، تسجيلاً مصوراً يظهر قتلى يرتدون الزي العسكري، وجثثاً متفحمة وعربات عسكرية محترقة في منطقة بدت كأنها عسكرية.
وقال ناشرو التسجيل، إن القتلى الذين ظهروا خلال التسجيل هم من القوات الروسية، وقد قتلوا خلال قصف للطيران الأميركي استهدف رتلاً عسكرياً يضم قوات روسية وأخرى تابعة لجيش الأسد أثناء توجهم نحو حقل العمر النفطي بريف دير الزور.
وخلال البحث العكسي الذي أجرته منصة تأكد عن التسجيل المشار إليه، تبين أنه منشور على موقع يوتيوب منذ تاريخ 06/09/2015.

ومن المتوقع أن القتلى الذين ظهروا خلال التسجيل سقطوا نتيجة الاقتتال الذي حصل بين القوات الأوكرانية وقوات وصفتها الحكومة آنذاك بـ ""الإنفصالية"" والموالية لروسيا، شرق أوكرانيا منتصف العام 2014.



",السبت 17 شباط 2018,Politics
الحرم المكي لم يشهد تفجيراً انتحارياً أو حادثة انتحار,fake,تضليل,"
تداولت صفحات وحسابات شخصية على مواقع التواصل الاجتماعي مؤخراً، تسجيلاً مُصوراً يظهر تجمع عدد من عناصر الأمن السعودي ومُصلين أمام الكعبة في الحرم المكي حول بقعة دماء.

وتضاربت الروايات التي أرفقها ناشرو التسجيل حول الدماء التي ظهرت خلاله، حيث قال بعضهم إنها دماء امرأة انتحرت في ذلك المكان، وآخرون قالوا إن تفجيراً انتحارياً وقع في الحرم.

تود تأكد أن تلفت عناية المتابعين إلى أن الناطق الرسمي للقوة الخاصة لأمن المسجد الحرام الرائد سامح السلمي، كشف في تصريحات لوسائل الإعلام أمس أن التسجيل المتداول يعود تاريخ تصويره إلى وقت سابق، حين تعرض أحد الحجاج وهو من جنسية أفريقية لاصابة في الساق نتيجة انزلاق قدمه أثناء الطواف وتم نقله حينها إلى مستشفى أجياد في حينه ليتلقى العلاج اللازم، موضحاً أن الحادث لم يتسبب به أحد.




",الأحد 01 تشرين أول 2017,Politics
وفد الأمم المتحدة الذي دخل داريا لم يدخل معه أي مساعدات,fake,تضليل,"
تداول ناشطون على مواقع التواصل الاجتماعي أمس، صورة قالوا إنها لمساعدات أدخلها وفد الأمم المتحدة الذي دخل إلى مدينة ""داريا"" يوم أمس السبت برئاسة ممثلة المبعوث الدولي إلى سوريا ""ستيفان ديمستورا"".
وقامت تأكد بالتحقق من صحة الصورة ومصدرها، وذلك من خلال التواصل مع ناشطين في مدينة ""داريا"" لسؤالهم عن طبيعة المساعدات التي قام الوفد بادخالها خلال زيارته أمس، وقد أكدوا بدورهم أن الوفد دخل المدينة دون أن يُدخل معه أي مساعدات إنسانية، وأشار مسؤولو المجلس إلى أن زيارة الوفد الأممي أمس هي الأولى من نوعها منذ بدء الحصار الذي تفرضه قوات الأسد على المدينة منذ شهر حزيران من العام 2012، مؤكدين أنه لم تدخل المدينة أي مساعدات إنسانية منذ ذلك الوقت.
في حين قال ناشطون أن الصورة المتداولة مصدرها الغوطة الشرقية.

كما نشرت الصفحة الرسمية لـ ""المجلس المحلي لمدينة داريا"" أمس، منشوراً أكدت فيه أن الوفد الأممي الذي دخل المدينة لم يُدخل معه أي مساعدات إنسانية للمدينة المحاصرة منذ قرابة أربعة أعوام.
تأكد .. لأن الخبر أمانة





",الأحد 17 نيسان 2016,Politics
المقطع قديم وليس لظهور برق كبير قبل الزلزال في المغرب,fake,نظرية-المؤامرة,"
",الأحد 10 أيلول 2023,Politics
ادعاء القيادي في (العدالة والتنمية) حول أصول (بايدن) الكردية ليس صحيحاً,fake,نظرية-المؤامرة,"
",الأحد 24 كانون ثاني 2021,Politics
هل أعلن أردوغان رغبته باحتلال اليمن في خطاب مسجّل؟,fake,نظرية-المؤامرة,"
",السبت 25 تموز 2020,Politics
ما حقيقة تسبب لقاحات كورونا بأمراض في القلب وتلف بالأعصاب؟,fake,كذب-باسم-العلم,"
",الخميس 22 شباط 2024,Politics
ما حقيقة إصابة 4 أشخاص بالشلل بسبب لقاح فيروس كورونا؟,fake,كذب-باسم-العلم,"
",الأربعاء 23 كانون أول 2020,Politics
هذه الصورة ليست للضابط الإيراني الذي قتل بغارة على محيط بانياس مؤخراً,fake,خطأ,"
",السبت 02 آذار 2024,Politics
"هذان الطفلان ليسا من ضحايا الهجوم الصاروخي على ""الباب"" بريف حلب",fake,خطأ,"
",الأحد 21 آب 2022,Politics
هل منفذ عملية التفجير في مدينة ليفربول البريطانية سوري الجنسية؟,fake,خطأ,"
",الخميس 18 تشرين ثاني 2021,Politics
ما حقيقة انقراض وحيد القرن الأبيض الشمالي؟,fake,خطأ,"
",الأحد 06 حزيران 2021,Politics
ترامب لم يصب بفيروس كورونا بسبب هذه القبلة,fake,خطأ,"
",الجمعة 09 تشرين أول 2020,Politics
